epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,391.56,0.79395,0.48856,0.00649,0.93563,0.87225,0.92893,0.70609,0.8558,0.69255,0.00782,0.0008912,0.0008912,0.0008912
30,405.644,0.80382,0.4684,0.00668,0.91493,0.86041,0.92553,0.68082,0.93955,0.86653,0.00844,0.0008516,0.0008516,0.0008516
31,419.521,0.78249,0.4883,0.00649,0.87133,0.9,0.93955,0.74662,0.79136,0.64656,0.00695,0.000812,0.000812,0.000812
32,433.712,0.73264,0.44395,0.0061,0.95543,0.85752,0.94734,0.75286,0.73875,0.57401,0.00657,0.0007724,0.0007724,0.0007724
33,447.821,0.74497,0.44373,0.0061,0.97868,0.91829,0.94224,0.75007,0.74434,0.59157,0.00671,0.0007328,0.0007328,0.0007328
34,461.875,0.72571,0.46278,0.00593,0.95407,0.83102,0.94252,0.76332,0.75996,0.61799,0.00675,0.0006932,0.0006932,0.0006932
35,476.042,0.68185,0.40598,0.00554,0.89788,0.94,0.95788,0.74678,0.83549,0.50395,0.00771,0.0006536,0.0006536,0.0006536
36,489.683,0.70187,0.40242,0.00565,0.91086,0.92,0.94147,0.74178,0.8549,0.57106,0.00769,0.000614,0.000614,0.000614
37,502.881,0.71762,0.40213,0.00615,0.90279,0.92878,0.94906,0.7253,0.88172,0.56187,0.00801,0.0005744,0.0005744,0.0005744
38,515.571,0.66503,0.39251,0.00559,0.8685,0.92468,0.94534,0.74484,0.8322,0.56415,0.00754,0.0005348,0.0005348,0.0005348
39,528.561,0.64142,0.36701,0.00542,0.95702,0.89066,0.95138,0.72207,0.88767,0.55501,0.00793,0.0004952,0.0004952,0.0004952
40,542.193,0.65128,0.36357,0.00525,0.90278,0.92864,0.94855,0.74401,0.81435,0.56218,0.00727,0.0004556,0.0004556,0.0004556
41,558.336,0.621,0.33817,0.00626,0.95821,0.91711,0.95434,0.77889,0.78415,0.52886,0.00716,0.000416,0.000416,0.000416
42,571.969,0.58941,0.35585,0.00598,0.93478,0.86003,0.94478,0.73781,0.85795,0.59526,0.00773,0.0003764,0.0003764,0.0003764
43,585.171,0.58725,0.33072,0.00592,0.92979,0.9,0.94668,0.75236,0.79993,0.5696,0.00725,0.0003368,0.0003368,0.0003368
44,598.342,0.5871,0.30654,0.00576,0.9267,0.88,0.94727,0.75085,0.81718,0.5804,0.00734,0.0002972,0.0002972,0.0002972
45,611.433,0.59163,0.32889,0.00608,0.92782,0.9,0.95119,0.73887,0.8043,0.57419,0.00723,0.0002576,0.0002576,0.0002576
46,624.159,0.56601,0.30314,0.00579,0.88305,0.92,0.95225,0.74474,0.79011,0.54871,0.00705,0.000218,0.000218,0.000218
47,635.883,0.56109,0.29925,0.00558,0.88421,0.94,0.94842,0.75462,0.78979,0.55483,0.0071,0.0001784,0.0001784,0.0001784
48,649.219,0.5519,0.29751,0.00553,0.86872,0.96,0.94843,0.74811,0.78771,0.56296,0.0071,0.0001388,0.0001388,0.0001388
49,662.233,0.51601,0.29378,0.00512,0.93595,0.87687,0.94627,0.74698,0.79251,0.57672,0.00708,9.92e-05,9.92e-05,9.92e-05
50,675.68,0.53531,0.28993,0.00503,0.91119,0.9,0.94724,0.74534,0.78298,0.58838,0.007,5.96e-05,5.96e-05,5.96e-05
