epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,280.785,0.8774,0.66179,0.00763,0.89837,0.88402,0.9115,0.68818,0.91274,0.8636,0.00831,0.0012476,0.0012476,0.0012476
21,293.96,0.85435,0.60842,0.00696,0.95399,0.92,0.96425,0.71032,0.94401,0.68177,0.00855,0.001208,0.001208,0.001208
22,307.385,0.85435,0.59204,0.00727,0.86509,0.89773,0.93431,0.70988,0.86255,0.66805,0.00818,0.0011684,0.0011684,0.0011684
23,320.546,0.8501,0.54952,0.0074,0.91766,0.89171,0.93537,0.70317,0.94741,0.70851,0.00922,0.0011288,0.0011288,0.0011288
24,334.561,0.84705,0.58487,0.00728,0.85926,0.88,0.91031,0.70667,0.94428,0.77985,0.00883,0.0010892,0.0010892,0.0010892
25,348.365,0.86608,0.57032,0.0072,0.95095,0.86,0.92063,0.71573,0.87411,0.68865,0.0079,0.0010496,0.0010496,0.0010496
26,362.896,0.805,0.55907,0.0068,0.90354,0.88,0.93143,0.70714,1.00941,0.69252,0.00969,0.00101,0.00101,0.00101
27,377.15,0.83857,0.53603,0.00709,0.91854,0.90211,0.93109,0.69847,0.90431,0.64074,0.00905,0.0009704,0.0009704,0.0009704
28,390.839,0.76261,0.48627,0.00625,0.97216,0.86,0.93983,0.71967,0.84286,0.6032,0.0079,0.0009308,0.0009308,0.0009308
29,405.132,0.79395,0.48856,0.00649,0.93563,0.87225,0.92893,0.70609,0.8558,0.69255,0.00782,0.0008912,0.0008912,0.0008912
30,419.286,0.80382,0.4684,0.00668,0.91493,0.86041,0.92553,0.68082,0.93955,0.86653,0.00844,0.0008516,0.0008516,0.0008516
31,433.136,0.78249,0.4883,0.00649,0.87133,0.9,0.93955,0.74662,0.79136,0.64656,0.00695,0.000812,0.000812,0.000812
32,446.907,0.73264,0.44395,0.0061,0.95543,0.85752,0.94734,0.75286,0.73875,0.57401,0.00657,0.0007724,0.0007724,0.0007724
33,460.095,0.74497,0.44373,0.0061,0.97868,0.91829,0.94224,0.75007,0.74434,0.59157,0.00671,0.0007328,0.0007328,0.0007328
34,473.287,0.72571,0.46278,0.00593,0.95407,0.83102,0.94252,0.76332,0.75996,0.61799,0.00675,0.0006932,0.0006932,0.0006932
35,487.351,0.68185,0.40598,0.00554,0.89788,0.94,0.95788,0.74678,0.83549,0.50395,0.00771,0.0006536,0.0006536,0.0006536
36,501.147,0.70187,0.40242,0.00565,0.91086,0.92,0.94147,0.74178,0.8549,0.57106,0.00769,0.000614,0.000614,0.000614
37,514.759,0.71762,0.40213,0.00615,0.90279,0.92878,0.94906,0.7253,0.88172,0.56187,0.00801,0.0005744,0.0005744,0.0005744
38,528.622,0.66503,0.39251,0.00559,0.8685,0.92468,0.94534,0.74484,0.8322,0.56415,0.00754,0.0005348,0.0005348,0.0005348
39,542.485,0.64142,0.36701,0.00542,0.95702,0.89066,0.95138,0.72207,0.88767,0.55501,0.00793,0.0004952,0.0004952,0.0004952
40,556.317,0.65128,0.36357,0.00525,0.90278,0.92864,0.94855,0.74401,0.81435,0.56218,0.00727,0.0004556,0.0004556,0.0004556
41,572.74,0.621,0.33817,0.00626,0.95821,0.91711,0.95434,0.77889,0.78415,0.52886,0.00716,0.000416,0.000416,0.000416
42,586.664,0.58941,0.35585,0.00598,0.93478,0.86003,0.94478,0.73781,0.85795,0.59526,0.00773,0.0003764,0.0003764,0.0003764
43,602.085,0.58725,0.33072,0.00592,0.92979,0.9,0.94668,0.75236,0.79993,0.5696,0.00725,0.0003368,0.0003368,0.0003368
44,614.723,0.5871,0.30654,0.00576,0.9267,0.88,0.94727,0.75085,0.81718,0.5804,0.00734,0.0002972,0.0002972,0.0002972
45,626.318,0.59163,0.32889,0.00608,0.92782,0.9,0.95119,0.73887,0.8043,0.57419,0.00723,0.0002576,0.0002576,0.0002576
46,639.446,0.56601,0.30314,0.00579,0.88305,0.92,0.95225,0.74474,0.79011,0.54871,0.00705,0.000218,0.000218,0.000218
47,652.714,0.56109,0.29925,0.00558,0.88421,0.94,0.94842,0.75462,0.78979,0.55483,0.0071,0.0001784,0.0001784,0.0001784
48,666.329,0.5519,0.29751,0.00553,0.86872,0.96,0.94843,0.74811,0.78771,0.56296,0.0071,0.0001388,0.0001388,0.0001388
49,679.921,0.51601,0.29378,0.00512,0.93595,0.87687,0.94627,0.74698,0.79251,0.57672,0.00708,9.92e-05,9.92e-05,9.92e-05
50,693.397,0.53531,0.28993,0.00503,0.91119,0.9,0.94724,0.74534,0.78298,0.58838,0.007,5.96e-05,5.96e-05,5.96e-05
