epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,337.315,0.68969,0.45392,0.0053,1,0.90735,0.96708,0.71646,0.91288,0.73577,0.00846,0.000614,0.000614,0.000614
37,346.823,0.71982,0.43548,0.00522,1,0.87652,0.9516,0.71812,0.9136,0.85198,0.00841,0.0005744,0.0005744,0.0005744
38,356.964,0.71489,0.46726,0.00535,1,0.87646,0.96224,0.73085,0.91895,0.8484,0.00868,0.0005348,0.0005348,0.0005348
39,365.022,0.68012,0.4147,0.00494,1,0.90556,0.96761,0.73763,0.90858,0.80407,0.00815,0.0004952,0.0004952,0.0004952
40,375.724,0.72594,0.4857,0.00554,1,0.87723,0.93986,0.7487,0.89633,0.78736,0.00849,0.0004556,0.0004556,0.0004556
41,388.977,0.60568,0.43457,0.00523,0.97005,0.87879,0.94506,0.75717,0.87784,0.74483,0.00817,0.000416,0.000416,0.000416
42,397.976,0.65132,0.3968,0.00572,0.99687,0.87879,0.93568,0.74928,0.91746,0.81878,0.00848,0.0003764,0.0003764,0.0003764
43,407.375,0.64321,0.42658,0.00591,0.99953,0.87879,0.93978,0.73484,0.95291,0.71269,0.00896,0.0003368,0.0003368,0.0003368
44,416.991,0.58339,0.39578,0.00531,1,0.87259,0.97218,0.75327,0.87644,0.6616,0.0079,0.0002972,0.0002972,0.0002972
45,425.144,0.59614,0.37621,0.0053,0.99882,0.87879,0.97309,0.75991,0.84535,0.63792,0.00777,0.0002576,0.0002576,0.0002576
46,435.675,0.60324,0.39004,0.00548,0.99494,0.87879,0.97277,0.73517,0.92877,0.63719,0.00863,0.000218,0.000218,0.000218
47,443.364,0.53999,0.35454,0.00464,1,0.84259,0.97162,0.74436,0.93842,0.64746,0.00851,0.0001784,0.0001784,0.0001784
48,453.103,0.57924,0.35149,0.00546,0.96592,0.85901,0.96981,0.74765,0.87828,0.6654,0.00804,0.0001388,0.0001388,0.0001388
49,463.08,0.53287,0.36861,0.00467,1,0.87235,0.97265,0.7621,0.86811,0.67015,0.00795,9.92e-05,9.92e-05,9.92e-05
50,471.283,0.5421,0.35083,0.00474,1,0.87241,0.97144,0.76187,0.88828,0.68799,0.00818,5.96e-05,5.96e-05,5.96e-05
