epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,287.947,0.82369,0.54081,0.00609,0.93588,0.88235,0.93792,0.56363,1.29681,0.81217,0.01134,0.0009704,0.0009704,0.0009704
28,299.174,0.83621,0.56813,0.00612,0.94111,0.94018,0.96019,0.67836,1.00091,0.58166,0.00872,0.0009308,0.0009308,0.0009308
29,309.11,0.84807,0.58694,0.00642,0.91691,0.94118,0.95893,0.69193,0.99515,0.85791,0.00844,0.0008912,0.0008912,0.0008912
30,319.033,0.8068,0.50562,0.00603,0.797,0.92442,0.93583,0.64495,1.05009,0.68949,0.00916,0.0008516,0.0008516,0.0008516
31,329.952,0.79006,0.49397,0.00587,0.96448,0.88235,0.97164,0.76165,0.8155,0.50063,0.00699,0.000812,0.000812,0.000812
32,339.639,0.7901,0.50468,0.00562,0.93416,1,0.99222,0.73914,0.84506,0.42717,0.00722,0.0007724,0.0007724,0.0007724
33,349.674,0.71813,0.52292,0.00528,1,0.9852,0.995,0.74025,0.86255,0.45805,0.00765,0.0007328,0.0007328,0.0007328
34,360.452,0.76356,0.44876,0.0055,1,0.9333,0.99222,0.70595,0.97178,0.45612,0.00838,0.0006932,0.0006932,0.0006932
35,370.661,0.74486,0.42056,0.00553,0.94089,0.93662,0.98268,0.73127,0.91458,0.49397,0.00796,0.0006536,0.0006536,0.0006536
36,380.399,0.72406,0.42955,0.0052,0.94074,0.93419,0.97689,0.77487,0.84414,0.53336,0.00731,0.000614,0.000614,0.000614
37,391.571,0.71951,0.40394,0.00531,0.99795,0.94118,0.979,0.74798,0.91734,0.41888,0.00786,0.0005744,0.0005744,0.0005744
38,401.923,0.75701,0.44769,0.00558,1,0.99422,0.995,0.76794,0.84015,0.36787,0.00724,0.0005348,0.0005348,0.0005348
39,411.275,0.6804,0.44185,0.00492,0.94084,0.93584,0.98195,0.75593,0.86399,0.42975,0.00751,0.0004952,0.0004952,0.0004952
40,422.689,0.70654,0.44225,0.00516,0.94059,0.93172,0.98195,0.74368,0.87432,0.4559,0.00758,0.0004556,0.0004556,0.0004556
41,436.061,0.66663,0.42127,0.00583,0.89362,0.98876,0.98621,0.77459,0.85101,0.40972,0.00732,0.000416,0.000416,0.000416
42,445.593,0.62611,0.35916,0.0056,1,0.92571,0.9875,0.78365,0.81782,0.39767,0.00717,0.0003764,0.0003764,0.0003764
43,455.535,0.638,0.36865,0.0057,0.98942,0.94118,0.98974,0.74395,0.89968,0.42042,0.00792,0.0003368,0.0003368,0.0003368
44,466.224,0.61289,0.32617,0.00543,0.94286,0.97152,0.98556,0.7289,0.89518,0.43495,0.00783,0.0002972,0.0002972,0.0002972
45,475.785,0.61343,0.30881,0.00539,1,0.87401,0.98342,0.75128,0.81747,0.42928,0.00719,0.0002576,0.0002576,0.0002576
46,485.121,0.59226,0.3042,0.00556,0.9361,1,0.98889,0.75077,0.83814,0.40136,0.00721,0.000218,0.000218,0.000218
47,495.708,0.59725,0.33841,0.00532,0.84676,0.97586,0.9615,0.71427,0.89465,0.51262,0.00774,0.0001784,0.0001784,0.0001784
48,504.506,0.54447,0.29714,0.00488,0.94107,0.93947,0.97562,0.71563,0.86347,0.47274,0.00746,0.0001388,0.0001388,0.0001388
49,514.586,0.57052,0.32046,0.00507,0.94441,0.99945,0.97889,0.7336,0.87957,0.42825,0.00764,9.92e-05,9.92e-05,9.92e-05
50,525.383,0.52657,0.29439,0.00477,0.94266,1,0.97556,0.72955,0.91942,0.4015,0.00799,5.96e-05,5.96e-05,5.96e-05
